Title,Available Globally?,Release Date,Hours Viewed,Number of Ratings,Rating,Genre,Key Words,Description,Type,release_date_parsed,Korea,Title_Korea,Type_New
Katuri: Season 4 // 엄마 까투리: 시즌4,No,2021-08-17,400000.0,40.0,6.1,"Documentary, Short","tv special,stand up comedy,stand up comedy special","Charlie Brandis leads a quiet and uneventful life as a wallflower. His parents trust him, his friends like him, girls are indifferent toward him. Then there&apos;s the girl he&apos;s watched from afar, Annie Briggs, who doesn&apos;t even know he...",TV Show,2021-08-17,1,엄마 까투리: 시즌4,TV Show
Start-Up // 시동,No,2018-07-06,400000.0,36.0,6.1,"Documentary, Biography","murder,religious horror,pagan cult,ritual,religious hypocrisy",Portrays human bravery and resilience after a tragic volcano disaster in New Zealand.,Movie,2018-07-06,1,시동,Movie
"My Love, My Bride // 나의 사랑 나의 신부",No,2020-06-12,300000.0,3751.0,6.1,"Animation, Action, Adventure","christmas,monster,santa claus","The story focuses on Xu Xing Ze, a passionate basketball player, as he navigates high school, love, and of course basketball.",Movie,2020-06-12,1,나의 사랑 나의 신부,Movie
Poo Poo in Nature: Season 1 // TV유치원 - 세상의 모든 똥: 시즌1,No,2022-04-05,300000.0,100.0,6.1,"Comedy, Drama, Romance","artificial intelligence,addiction,brothel,robot,memory","When a psychiatrist shelters a mysterious cult escapee, her world is turned upside down as the girl&apos;s arrival threatens to tear her own family apart.",TV Show,2022-04-05,1,TV유치원 - 세상의 모든 똥: 시즌1,TV Show
The Chaser // 추격자,No,2018-11-02,300000.0,231.0,6.1,Short,"mother,mother son relationship,trial,husband wife relationship,dubbed","Best friends George and Harold scheme together a number of pranks at school involving their principal, whose alter ego is a superhero they created called Captain Underpants.",Movie,2018-11-02,1,추격자,Movie
So Not Worth It: Season 1 // 내일 지구가 망해버렸으면 좋겠어: 시즌 1,Yes,2020-12-11,200000.0,103828.0,6.1,"Drama, History",world,Comedian Aziz Ansari&apos;s fourth comedy special.,TV Show,2020-12-11,1,내일 지구가 망해버렸으면 좋겠어: 시즌 1,TV Show
White Night // 백야행 하얀 어둠 속을 걷다,No,2018-10-08,200000.0,10864.0,6.1,"Crime, Drama","spongebob squarepants character,sequel,king,kidnapping,friendship",Ottoman Sultan Mehmed II wages an epic campaign to take the Byzantine capital of Constantinople and shapes the course of history for centuries.,Movie,2018-10-08,1,백야행 하얀 어둠 속을 걷다,Movie
The K-chicken War: Season 1 // 대한민국 치킨대전: 시즌 1,No,2022-06-22,200000.0,5674.0,6.1,Documentary,"attempted suicide,one word title,voice over narration,fashion,new york city","One Second at a Time is a documentary about addiction and recovery, told through the story of Christine Ortoll, a young woman who fought, and ultimately lost, a ten-year battle with mental illness and substance use disorder via ov...",TV Show,2022-06-22,1,대한민국 치킨대전: 시즌 1,TV Show
A Bittersweet Life // 달콤한 인생,No,2020-11-27,100000.0,192274.0,6.1,"Documentary, Short","illegal abortion,prostitution,deaf mute,female nudity,boarding school",The riveting true story of the meteoric rise and catastrophic demise of the world&apos;s first smartphone.,Movie,2020-11-27,1,달콤한 인생,Movie
Bok guys GO: Season 1 // 복덩이들고(GO): 시즌1,No,0,0.0,166.0,6.1,Drama,"based on comic,god complex,raccoon,guardians of the galaxy,marvel comics","The final performance of Justin Timberlake and the Tennessee Kids&apos; 20/20 Experience World Tour, filmed in 2015 at the MGM Grand Garden Arena in Las Vegas.",TV Show,,1,복덩이들고(GO): 시즌1,TV Show
"Cheer Up, Mr. Lee // 힘을 내요, 미스터 리",No,0,0.0,9747.0,6.1,"Action, Comedy, Family","stand up comedy,tv special,stand up comedy special","Sold at a brothel deep in the woods to work as a caretaker, a hapless deaf girl must summon the courage to fight for her life.",Movie,,1,"힘을 내요, 미스터 리",Movie
Dance With Solitude // 고독이 몸부림칠 때,No,0,0.0,103828.0,6.1,Documentary,"written by director,three stories,near future,suicide,bus","It&apos;s the dead of winter, and Daffy Duck is starving. A fox and a weasel invite him into their cabin and feed him beans. But they have an ulterior motive--namely eating Daffy.",Movie,,1,고독이 몸부림칠 때,Movie
Long Live the King // 롱 리브 더 킹: 목포 영웅,No,0,0.0,40.0,6.1,"Drama, Horror, Thriller",0,"In a world devastated by the undead, a convicted criminal is given a second chance at life when he comes across a little girl named Clementine.",Movie,,1,롱 리브 더 킹: 목포 영웅,Movie
Oasis // 오아시스,No,0,0.0,195116.0,6.1,"Documentary, Comedy",0,"The real-life pirates of the Caribbean violently plunder, stealing and form a surprisingly egalitarian republic in this documentary series.",Movie,,1,오아시스,Movie
Punch // 완득이,No,0,0.0,1023.0,6.1,"Drama, Family",0,"Falling coconuts are putting a damper on Chip and Potato&apos;s pugtastic vacation; with the help of a friendly tamarin and a new friend, they hatch a plan to get a puggy good sleep.",Movie,,1,완득이,Movie
Remember You // 나를 잊지 말아요,No,0,0.0,6748.0,6.1,"Animation, Short, Comedy",0,Fonzie & Pinky have both decided to get married but a series of events may prevent them from becoming Mr. & Mrs. Fonzerelli.,Movie,,1,나를 잊지 말아요,Movie
The Unfair // 소수의견,No,0,0.0,775.0,6.1,Short,0,"Izo, a Ronin, and Raiden, an orc, work to bring a young elf girl and the wand she carries to the land of the elves in the north.",Movie,,1,소수의견,Movie
Travelogue Earth: 2023 // 세계테마기행: 2023,No,2023-03-03,75700000.0,15778.0,6.0,"Action, Biography, Comedy","homosexual,necrophilia,cannibalism,gay serial killer,true crime","Jacob King, a mysterious outsider from South Africa, arrives in Los Angeles to look for his missing younger sister.",Movie,2023-03-03,1,세계테마기행: 2023,Movie
School 2017: Season 1 // 학교 2017: 시즌 1,No,2023-05-12,38100000.0,944.0,6.0,Comedy,"tv mini series,latin music,music documentary","In the days leading up to Christmas, a young and newly engaged heiress experiences a skiing accident. After being diagnosed with amnesia, she finds herself in the care of the handsome lodge owner and his daughter.",TV Show,2023-05-12,1,학교 2017: 시즌 1,TV Show
Twenty Five Twenty One: Season 1 // 스물다섯 스물하나: 시즌 1,Yes,2019-07-19,33700000.0,755.0,6.0,"Reality-TV, Romance","single player,xbox 360,microsoft windows,playstation 3,graphic adventure","As narrated by a youthful observer of the Paradise Trailer Park in West Virginia, this film depicts the earthy existence and dreams of the park&apos;s residents.",TV Show,2019-07-19,1,스물다섯 스물하나: 시즌 1,TV Show
Awaken: Season 1 // 낮과 밤: 시즌 1,Yes,2013-02-28,20100000.0,36932.0,6.0,"Comedy, Horror","working late,pizza,pickle,executive assistant,sports reporter","A three-part story of Norway&apos;s worst terrorist attack in which over seventy people were killed. 22 July looks at the disaster itself, the survivors, Norway&apos;s political system and the lawyers who worked on this horrific case.",TV Show,2013-02-28,1,낮과 밤: 시즌 1,TV Show
Miss & Mrs. Cops // 걸캅스,No,2020-09-16,8500000.0,995.0,6.0,Short,"male nudity,male frontal nudity,male full frontal nudity,male rear nudity,male pubic hair","The two famous private investigators, Sam and Max, must use their wits to their advantage in order to solve a hypnotism conspiracy.",Movie,2020-09-16,1,걸캅스,Movie
No Mercy // 용서는 없다,No,2022-09-30,8100000.0,3377.0,6.0,"Action, Adventure, Comedy","true crime,cult,animal rights activist,oklahoma,polygamist","Dynamic comic DeRay Davis hits the stage like a ball of fire, nailing the finer points of living, dating and handling show business as a black man.",Movie,2022-09-30,1,용서는 없다,Movie
The Himalayas // 히말라야,No,2017-10-13,6700000.0,44917.0,6.0,"Game-Show, Reality-TV","based on film,color in title,love,partner,taiwanese drama","In this short film, teenagers Nikki and Sam are in love and planning their future together- until Nikki&apos;s dangerous past returns to threaten everything.",Movie,2017-10-13,1,히말라야,Movie
Touch Your Heart // 진심이 닿다,Yes,2022-01-14,5800000.0,49449.0,6.0,"Animation, Family","1980s,roman numeral in title,2d animation,hand drawn animation,traditional animation","In 2004, a brutal predator was lynched in a courtroom. This is the story of the community he terrorized - and the vengeance they unleashed.",Movie,2022-01-14,1,진심이 닿다,Movie
Love in the Moonlight: Season 1 // 구르미 그린 달빛: 시즌 1,No,2021-10-08,5800000.0,60.0,6.0,"Short, Comedy, Musical","boy,summer,bicycle,boy wears underwear,baby","In a beautiful house near Tokyo, six young people move in together without knowing each other. There is no script, this is their story.",TV Show,2021-10-08,1,구르미 그린 달빛: 시즌 1,TV Show
I am Solo: Part 9 - Part 12 // 나는 솔로: 9기 - 12기,No,2022-09-16,5000000.0,456.0,6.0,"Animation, Action, Adventure","criminal,true crime,courtroom,girl,secret","Ali Wong&apos;s stand up special delves into her sexual adventures, hoarding, the rocky road to pregnancy, and why feminism is terrible.",Movie,2022-09-16,1,나는 솔로: 9기 - 12기,Movie
The Swindlers // 꾼,No,2015-08-07,4400000.0,313.0,6.0,"Documentary, Short",behind the scene,"Things go badly for a hack director and film crew shooting a low budget zombie movie in an abandoned WWII Japanese facility, when they are attacked by real zombies.",Movie,2015-08-07,1,꾼,Movie
The Negotiation // 협상,No,2022-12-28,2400000.0,154.0,6.0,"Comedy, Drama, War","love,singer,heart,two word title,color in title","I,want to know about true creepy stories from Japan.",Movie,2022-12-28,1,협상,Movie
Angel Eyes: Season 1 // 엔젤아이즈: Season 1,No,2022-04-15,2200000.0,4293.0,6.0,"Short, Drama, Family","rare disease,seizure,based on true story,encephalitis,autoimmune disease","Over 2000 kids. 400 teams nationwide. Eight months of brainstorming, designing and building. One goal: to create the next great toy.",TV Show,2022-04-15,1,엔젤아이즈: Season 1,Movie
Thumbnail Battle: The Strongest Hearts // 강심장 리그,No,2019-05-03,2200000.0,5553.0,6.0,"Action, Adventure, History","phrogging,kidnapping,infidelity,home invasion,murder","D&apos;Artagnan arrives in Paris trying to find his attackers after being left for dead, which leads him to a real war where the future of France is at stake. He aligns himself with Athos, Porthos and Aramis, three musketeers of the King.",Movie,2019-05-03,1,강심장 리그,Movie
Blood and Ties // 공범,No,2021-04-02,1600000.0,1823.0,6.0,"Comedy, Horror, Reality-TV","secret,katana sword,katana,live action remake of anime,kyoto japan","A playboy becomes interested in the daughter of his family&apos;s chauffeur, but it&apos;s his more serious brother who would be the better man for her.",Movie,2021-04-02,1,공범,Movie
"Hangeul, Yaho!: Season 2 // 한글이 야호: 시즌 2",No,2022-03-16,1100000.0,15595.0,6.0,"Documentary, Biography","magic,based on young adult novel,fear,cemetery,sequel",A couple flying on a small plane to attend a tropical island wedding must fight for their lives after their pilot suffers a heart attack.,TV Show,2022-03-16,1,한글이 야호: 시즌 2,TV Show
Harmony // 하모니,No,2017-08-04,1100000.0,2551.0,6.0,"Action, Comedy, Crime","love,cat,transformation,pottery,school",Childhood friends continue their battle against a dangerous cult.,Movie,2017-08-04,1,하모니,Movie
King of Clones // 킹 오브 클론 : 황우석 박사의 몰락,Yes,2019-06-12,300000.0,7080.0,6.0,"Animation, Adventure, Comedy",hero,"A couple&apos;s caustic, increasingly jarring interactions over a Mumbai evening strain their relationship until it threatens to break at its fraying seams.",Movie,2019-06-12,1,킹 오브 클론 : 황우석 박사의 몰락,Movie
Titipo Titipo: Season 2 // 띠띠뽀 띠띠뽀: 시즌2,Yes,2018-05-22,200000.0,10.0,6.0,"Animation, Action, Sport","christmas,holiday,boy,gift,father",Teresa Mendoza returns to Mexico after 8 years to fight with Mexican drug dealers.,TV Show,2018-05-22,1,띠띠뽀 띠띠뽀: 시즌2,TV Show
Where Stars Land: Season 1 // 여우각시별: 시즌 1,No,2022-09-08,200000.0,67.0,6.0,"Animation, Short, Comedy","protective father,dating,shakespeare adaptation,high school shakespeare adaptation,teen comedy","Things go badly for a hack director and film crew shooting a low budget zombie movie in an abandoned WWII Japanese facility, when they are attacked by real zombies.",TV Show,2022-09-08,1,여우각시별: 시즌 1,TV Show
Tower of God: Season 1 // 신의 탑 -Tower of God-: 시즌1,No,2019-10-04,200000.0,11247.0,6.0,Comedy,"bicycle,cyclist hit by car,breaking and entering,tied to a chair,kicked by a horse",Noah Baumbach&apos;s incisive and compassionate look at a marriage breaking up and a family staying together.,TV Show,2019-10-04,1,신의 탑 -Tower of God-: 시즌1,TV Show
Hello Jadoo: The Secret of Jeju Island // 극장판 안녕자두야: 제주도의 비밀,No,2022-02-17,100000.0,62.0,6.0,"Animation, Action, Adventure","vampire,violence,hostage situation,plane hijacking,terrorism","Joey Boca (Kevin Kline) owns a pizza parlor, and is married to Rosalie (Tracey Ullman). He&apos;s also a serial womanizer. Rosalie goes to extremes when she finds he has been cheating.",Movie,2022-02-17,1,극장판 안녕자두야: 제주도의 비밀,Movie
Untold Scandal // 스캔들 - 조선 남녀 상열지사,No,2020-11-14,100000.0,7696.0,6.0,"Documentary, Short","earthling,advisor,alien,alien creature,alien emperor","The Boulet Brothers host a reality series to reveal the World&apos;s next Dragula Supermonster. Each drag artist vies for the title and crown through a series of challenges to unveil their best drag, filth, horror and glamour.",Movie,2020-11-14,1,스캔들 - 조선 남녀 상열지사,Movie
Wild Wild Quiz // 와일드 와일드 퀴즈,No,2019-11-14,100000.0,163191.0,6.0,"Action, Adventure, Crime","charlie mccarthy character,ventriloquist,ventriloquist dummy,ventriloquism,one reeler","Struggling to recover emotionally from a brutal assault that killed her fiancé and left her in a coma, a radio personality begins a quest for vengeance against the perpetrators that leaves a bloody trail across New York City.",Movie,2019-11-14,1,와일드 와일드 퀴즈,Movie
